day,current,phi,stage,stage_combined
609,0.3077,0.1399408497439226,D,D
610,0.3014,0.1353963788501767,D,D
611,0.2961,0.1315732525427396,D,D
612,0.2991,0.1337372863016662,D,D
613,0.2883,0.1259467647695304,D,D
614,0.3172,0.146793623313857,D,D
615,0.299,0.1336651518430354,D,D
616,0.2993,0.133881555218928,D,D
617,0.3046,0.1377046815263651,D,D
618,0.303,0.1365505301882709,D,D
619,0.3013,0.1353242443915458,D,D
620,0.2936,0.1297698910769675,D,D
621,0.304,0.1372718747745798,D,D
622,0.3157,0.1457116064343936,D,D
623,0.3118,0.1428983625477891,D,D
624,0.3142,0.1446295895549303,D,D
625,0.2977,0.1327274038808338,D,D
626,0.2943,0.1302748322873836,D,D
627,0.3015,0.1354685133088076,D,D
628,0.3034,0.1368390680227945,D,D
629,0.3121,0.1431147659236817,D,D
630,0.2902,0.1273173194835173,D,D
631,0.3163,0.146144413186179,D,D
632,0.3032,0.1366947991055327,D,D
633,0.3014,0.1353963788501767,D,D
634,0.2971,0.1322945971290485,D,D
635,0.2924,0.1289042775733968,D,D
636,0.3126,0.1434754382168361,D,D
637,0.3069,0.1393637740748755,D,D
638,0.2964,0.1317896559186323,D,D
639,0.2968,0.1320781937531558,D,D
640,0.3048,0.1378489504436269,D,D
641,0.3212,0.1496790016590925,D,D
642,0.3062,0.1388588328644593,D,D
643,0.2966,0.131933924835894,D,D
644,0.3071,0.1395080429921373,D,D
645,0.3073,0.1396523119093991,D,D
646,0.2882,0.1258746303108995,D,D
647,0.3098,0.1414556733751713,D,D
648,0.3087,0.1406621943302315,D,D
649,0.3165,0.1462886821034408,D,D
650,0.3262,0.1532857245906369,D,D
651,0.3208,0.1493904638245689,D,D
652,0.31,0.141599942292433,D,D
653,0.3037,0.1370554713986871,D,D
654,0.3335,0.1585515400706917,D,D
655,0.3138,0.1443410517204068,D,D
656,0.3138,0.1443410517204068,D,D
657,0.3139,0.1444131861790377,D,D
658,0.316,0.1459280098102863,D,D
659,0.3137,0.1442689172617759,D,D
660,0.3106,0.1420327490442184,D,D
661,0.3112,0.1424655557960037,D,D
662,0.3158,0.1457837408930246,D,D
663,0.3121,0.1431147659236817,D,D
664,0.3111,0.1423934213373728,D,D
665,0.318,0.1473706989829041,D,D
666,0.3155,0.1455673375171319,D,D
667,0.33,0.1560268340186107,D,D
668,0.2971,0.1322945971290485,D,D
669,0.3275,0.1542234725528385,D,D
670,0.3291,0.1553776238909326,D,D
671,0.3029,0.13647839572964,D,D
672,0.3172,0.146793623313857,D,D
673,0.3173,0.1468657577724879,D,D
674,0.3094,0.1411671355406477,D,D
675,0.3149,0.1451345307653466,D,D
676,0.3126,0.1434754382168361,D,D
677,0.3359,0.160282767077833,D,D
678,0.3298,0.1558825651013489,D,D
679,0.3328,0.1580465988602755,D,D
680,0.3288,0.15516122051504,D,D
681,0.3144,0.1447738584721921,D,D
682,0.3197,0.1485969847796292,D,D
683,0.3282,0.1547284137632547,D,D
684,0.3149,0.1451345307653466,D,D
685,0.3307,0.1565317752290269,D,D
686,0.3235,0.1513380942076029,D,D
687,0.3228,0.1508331529971867,D,D
688,0.3319,0.1573973887325975,D,D
689,0.3302,0.1561711029358724,D,D
690,0.3241,0.1517709009593883,D,D
691,0.3367,0.1608598427468801,D,D
692,0.3192,0.1482363124864747,D,D
693,0.3331,0.1582630022361682,D,D
694,0.3334,0.1584794056120608,D,D
695,0.3265,0.1535021279665296,D,D
696,0.332,0.1574695231912284,D,D
697,0.3198,0.1486691192382601,D,D
698,0.3376,0.1615090528745582,D,D
699,0.3291,0.1553776238909326,D,D
700,0.3268,0.1537185313424222,D,D
701,0.3398,0.1630960109644377,D,D
702,0.3262,0.1532857245906369,D,D
703,0.3209,0.1494625982831998,D,D
704,0.3202,0.1489576570727836,D,D
705,0.3379,0.1617254562504508,D,D
706,0.3232,0.1511216908317103,D,D
707,0.3479,0.1689389021135396,D,D
708,0.3176,0.1470821611483805,D,D
709,0.3482,0.1691553054894323,D,D
710,0.3367,0.1608598427468801,D,D
711,0.3347,0.1594171535742624,D,D
712,0.3315,0.157108850898074,D,D
713,0.3394,0.1628074731299141,D,D
714,0.3363,0.1605713049123566,D,D
715,0.3459,0.1674962129409218,D,D
716,0.3384,0.1620861285436052,D,D
717,0.3391,0.1625910697540215,D,D
718,0.3353,0.1598499603260477,D,D
719,0.3382,0.1619418596263435,D,D
720,0.3415,0.1643222967611628,D,D
721,0.3258,0.1529971867561133,D,D
722,0.3291,0.1553776238909326,D,D
723,0.3462,0.1677126163168145,D,D
724,0.3421,0.1647551035129481,D,D
725,0.3396,0.1629517420471759,D,D
726,0.3417,0.1644665656784245,D,D
727,0.3447,0.1666305994373512,D,D
728,0.338,0.1617975907090817,D,D
729,0.3365,0.1607155738296184,D,D
730,0.3447,0.1666305994373512,D,D
731,0.3357,0.1601384981605713,D,D
732,0.3472,0.1684339609031234,D,D
733,0.3307,0.1565317752290269,D,D
734,0.353,0.1726177595037149,D,D
735,0.349,0.1697323811584793,D,D
736,0.3476,0.1687224987376469,D,D
737,0.3539,0.1732669696313929,D,D
738,0.3597,0.1774507682319844,D,D
739,0.3549,0.1739883142177017,D,D
740,0.3325,0.1578301954843829,D,D
741,0.3374,0.1613647839572963,D,D
742,0.3431,0.165476448099257,D,D
743,0.3487,0.1695159777825867,D,D
744,0.353,0.1726177595037149,D,D
745,0.3435,0.1657649859337805,D,D
746,0.3512,0.1713193392483589,D,D
747,0.3441,0.1661977926855659,D,D
748,0.3456,0.1672798095650292,D,D
749,0.3397,0.1630238765058068,D,D
750,0.344,0.1661256582269349,D,D
751,0.341,0.1639616244680083,D,D
752,0.3444,0.1664141960614585,D,D
753,0.361,0.1783885161941859,D,D
754,0.3454,0.1671355406477674,D,D
755,0.3745,0.1881266681093558,D,D
756,0.3578,0.1760802135179975,D,D
757,0.3557,0.1745653898867489,D,D
758,0.3478,0.1688667676549087,D,D
759,0.3607,0.1781721128182933,D,D
760,0.3509,0.1711029358724662,D,D
761,0.3569,0.1754310033903195,D,D
762,0.3768,0.1897857606578662,D,D
763,0.356,0.1747817932626415,D,D
764,0.3664,0.1822837769602539,D,D
765,0.352,0.171896414917406,D,D
766,0.3577,0.1760080790593666,D,D
767,0.3726,0.1867561133953689,D,D
768,0.3538,0.173194835172762,D,D
769,0.3738,0.1876217268989396,D,D
770,0.3654,0.181562432373945,D,D
771,0.3556,0.174493255428118,D,D
772,0.3656,0.1817067012912068,D,D
773,0.3687,0.1839428695087643,D,D
774,0.3664,0.1822837769602539,D,D
775,0.3492,0.1698766500757411,D,D
776,0.3564,0.1750703310971651,D,D
777,0.3607,0.1781721128182933,D,D
778,0.3625,0.1794705330736492,D,D
779,0.3685,0.1837986005915025,D,D
780,0.3653,0.1814902979153141,D,D
781,0.3537,0.1731227007141311,D,D
782,0.3678,0.1832936593810863,D,D
783,0.3701,0.1849527519295967,D,D
784,0.3701,0.1849527519295967,D,D
785,0.3747,0.1882709370266176,D,D
786,0.3731,0.1871167856885233,D,D
787,0.3706,0.1853134242227512,D,D
788,0.3667,0.1825001803361465,D,D
789,0.3544,0.1736276419245473,D,D
790,0.3716,0.18603476880906,D,D
791,0.3702,0.1850248863882276,D,D
792,0.3712,0.1857462309745365,D,D
793,0.3592,0.17709009593883,D,D
794,0.3612,0.1785327851114477,D,D
795,0.3787,0.1911563153718531,D,D
796,0.3704,0.1851691553054894,D,D
797,0.3766,0.1896414917406045,D,D
798,0.3718,0.1861790377263218,D,D
799,0.3722,0.1864675755608453,D,D
800,0.3799,0.1920219288754237,D,D
801,0.3687,0.1839428695087643,D,D
802,0.3741,0.1878381302748322,D,D
803,0.37,0.1848806174709658,D,D
804,0.3707,0.1853855586813821,D,D
805,0.3721,0.1863954411022144,D,D
806,0.3768,0.1897857606578662,D,D
807,0.3716,0.18603476880906,D,D
808,0.3859,0.196349996393277,D,D
809,0.3692,0.1843035418019187,D,D
810,0.3752,0.188631609319772,D,D
811,0.3737,0.1875495924403087,D,D
812,0.3892,0.1987304335280963,D,D
813,0.3796,0.1918055254995311,D,D
814,0.3867,0.1969270720623241,D,D
815,0.367,0.1827165837120392,D,D
816,0.3815,0.193176080213518,D,D
817,0.3869,0.1970713409795859,D,D
818,0.3809,0.1927432734617326,D,D
819,0.3892,0.1987304335280963,D,D
820,0.3769,0.1898578951164971,D,D
821,0.3928,0.2013272740388083,D,D
822,0.4003,0.2067373584361249,D,D
823,0.3795,0.1917333910409002,D,D
824,0.3793,0.1915891221236385,D,D
825,0.3949,0.2028420976700569,D,D
826,0.3963,0.2038519800908893,D,D
827,0.3799,0.1920219288754237,D,D
828,0.3812,0.1929596768376253,D,D
829,0.3827,0.1940416937170886,D,D
830,0.3747,0.1882709370266176,D,D
831,0.3785,0.1910120464545913,D,D
832,0.3783,0.1908677775373296,D,D
833,0.3806,0.19252687008584,D,D
834,0.3869,0.1970713409795859,D,D
835,0.3895,0.198946836903989,D,D
836,0.4005,0.2068816273533867,D,D
837,0.3805,0.1924547356272091,D,D
838,0.3968,0.2042126523840438,D,D
839,0.3877,0.197648416648633,D,D
840,0.3894,0.1988747024453581,D,D
841,0.3957,0.2034191733391041,D,D
842,0.3817,0.1933203491307797,D,D
843,0.3942,0.2023371564596407,D,D
844,0.3929,0.2013994084974392,D,D
845,0.396,0.2036355767149967,D,D
846,0.3948,0.2027699632114261,D,D
847,0.4126,0.2156098968477242,D,D
848,0.3883,0.1980812234004183,D,D
849,0.3896,0.1990189713626199,D,D
850,0.3893,0.1988025679867272,D,D
851,0.3903,0.1995239125730361,D,D
852,0.3901,0.1993796436557743,D,D
853,0.4051,0.2101998124504075,D,D
854,0.4074,0.2118589049989179,D,D
855,0.3919,0.2006780639111303,D,D
856,0.3903,0.1995239125730361,D,D
857,0.4011,0.207314434105172,D,D
858,0.3934,0.2017600807905937,D,D
859,0.4033,0.2089013921950515,D,D
860,0.4003,0.2067373584361249,D,D
861,0.387,0.1971434754382168,D,D
862,0.412,0.2151770900959388,D,D
863,0.4144,0.2169083171030801,D,D
864,0.3956,0.2033470388804732,D,D
865,0.3979,0.2050061314289836,D,D
866,0.4037,0.2091899300295751,D,D
867,0.4045,0.2097670056986222,D,D
868,0.4076,0.2120031739161798,D,D
869,0.4188,0.2200822332828392,D,D
870,0.4018,0.2078193753155882,D,D
871,0.3973,0.2045733246771982,D,D
872,0.3931,0.2015436774147009,D,D
873,0.3987,0.2055832070980307,D,D
874,0.4047,0.209911274615884,D,D
875,0.4198,0.2208035778691481,D,D
876,0.4018,0.2078193753155882,D,D
877,0.4082,0.212435980667965,D,D
878,0.4067,0.2113539637885017,D,D
879,0.4168,0.2186395441102214,D,D
880,0.4279,0.22664646901825,D,D
881,0.4039,0.2093341989468369,D,D
882,0.4047,0.209911274615884,D,D
883,0.4174,0.2190723508620067,D,D
884,0.415,0.2173411238548654,D,D
885,0.4248,0.2244103008006925,D,D
886,0.4151,0.2174132583134963,D,D
887,0.408,0.2122917117507033,D,D
888,0.4161,0.2181346028998052,D,D
889,0.4207,0.2214527879968261,D,D
890,0.4188,0.2200822332828392,D,D
891,0.4168,0.2186395441102214,D,D
892,0.4217,0.2221741325831349,D,D
893,0.423,0.2231118805453365,D,D
894,0.4252,0.224698838635216,D,D
895,0.4198,0.2208035778691481,D,D
896,0.4137,0.2164033758926639,D,D
897,0.4167,0.2185674096515905,D,D
898,0.4256,0.2249873764697395,D,D
899,0.4099,0.2136622664646902,D,D
900,0.4198,0.2208035778691481,D,D
901,0.4142,0.2167640481858183,D,D
902,0.418,0.2195051576137921,D,D
903,0.4285,0.2270792757700353,D,D
904,0.4202,0.2210921157036716,D,D
905,0.4195,0.2205871744932553,D,D
906,0.4088,0.2128687874197504,D,D
907,0.4261,0.225348048762894,D,D
908,0.4257,0.2250595109283705,D,D
909,0.4383,0.2341484527158623,D,D
910,0.419,0.2202265022001009,D,D
911,0.4237,0.2236168217557527,D,D
912,0.4244,0.2241217629661689,D,D
913,0.4355,0.2321286878741974,D,D
914,0.4226,0.2228233427108129,D,D
915,0.426,0.2252759143042631,D,D
916,0.4291,0.2275120825218206,D,D
917,0.4262,0.2254201832215249,D,D
918,0.4216,0.222101998124504,D,D
919,0.4272,0.2261415278078337,D,D
920,0.4347,0.2315516122051503,D,D
921,0.4184,0.2197936954483156,D,D
922,0.4281,0.2267907379355118,D,D
923,0.4219,0.2223184015003967,D,D
924,0.4376,0.2336435115054461,D,D
925,0.4163,0.2182788718170669,D,D
926,0.4245,0.2241938974247997,D,D
927,0.4324,0.2298925196566399,D,D
928,0.4424,0.2371059655197287,D,D
929,0.4298,0.2280170237322369,D,D
930,0.4264,0.2255644521387866,D,D
931,0.4463,0.2399192094063334,D,D
932,0.4202,0.2210921157036716,D,D
933,0.4146,0.2170525860203419,D,D
934,0.4362,0.2326336290846137,D,D
935,0.4291,0.2275120825218206,D,D
936,0.4255,0.2249152420111086,D,D
937,0.4398,0.2352304695953257,D,D
938,0.4365,0.2328500324605063,D,D
939,0.4305,0.228521964942653,D,D
940,0.4253,0.2247709730938469,D,D
941,0.443,0.2375387722715141,D,D
942,0.4417,0.2366010243093125,D,D
943,0.4362,0.2326336290846137,D,D
944,0.4522,0.2441751424655558,D,D
945,0.4293,0.2276563514390824,D,D
946,0.4262,0.2254201832215249,D,D
947,0.4333,0.2305417297843179,D,D
948,0.439,0.2346533939262786,D,D
949,0.4417,0.2366010243093125,D,D
950,0.4383,0.2341484527158623,D,D
951,0.4436,0.2379715790232994,D,D
952,0.4312,0.2290269061530693,D,D
953,0.4533,0.2449686215104955,D,D
954,0.4415,0.2364567553920507,D,D
955,0.4516,0.2437423357137704,D,D
956,0.4459,0.2396306715718098,D,D
957,0.4473,0.2406405539926422,D,D
958,0.4487,0.2416504364134746,D,D
959,0.4482,0.2412897641203202,D,D
960,0.4502,0.242732453292938,D,D
961,0.4562,0.2470605208107913,D,D
962,0.4476,0.2408569573685349,D,D
963,0.4522,0.2441751424655558,D,D
964,0.4463,0.2399192094063334,D,D
965,0.459,0.2490802856524562,D,D
966,0.4425,0.2371780999783596,D,D
967,0.4628,0.2518213950804299,D,D
968,0.4486,0.2415783019548437,D,D
969,0.4379,0.2338599148813388,D,D
970,0.4509,0.2432373945033542,D,D
971,0.4449,0.238909326985501,D,D
972,0.4576,0.2480704032316237,D,D
973,0.4461,0.2397749404890716,D,D
974,0.4482,0.2412897641203202,D,D
975,0.4372,0.2333549736709226,D,D
976,0.4492,0.2420111087066291,D,D
977,0.4339,0.2309745365361033,D,D
978,0.4411,0.2361682175575272,D,D
979,0.4603,0.2500180336146577,D,D
980,0.461,0.2505229748250739,D,D
981,0.4586,0.2487917478179326,D,D
982,0.448,0.2411454952030585,D,D
983,0.4558,0.2467719829762677,D,D
984,0.4566,0.2473490586453148,D,D
985,0.4479,0.2410733607444276,D,D
986,0.4697,0.2567986727259612,D,D
987,0.4651,0.2534804876289404,D,D
988,0.4569,0.2475654620212074,D,D
989,0.4593,0.2492966890283488,D,D
990,0.4613,0.2507393782009666,D,D
991,0.4438,0.2381158479405611,D,D
992,0.4586,0.2487917478179326,D,D
993,0.4556,0.2466277140590059,D,D
994,0.4535,0.2451128904277573,D,D
995,0.4598,0.2496573613215032,D,D
996,0.4769,0.2619923537473851,D,D
997,0.4682,0.2557166558464979,D,D
998,0.459,0.2490802856524562,D,D
999,0.4686,0.2560051936810214,D,D
1000,0.4757,0.2611267402438144,D,D
1001,0.4724,0.2587463031089951,D,D
1002,0.466,0.2541296977566183,D,D
1003,0.4608,0.2503787059078121,D,D
1004,0.4721,0.2585298997331025,D,D
1005,0.4701,0.2570872105604848,D,D
1006,0.4746,0.2603332611988747,D,D
1007,0.4731,0.2592512443194114,D,D
1008,0.4769,0.2619923537473851,D,D
1009,0.4647,0.2531919497944168,D,D
1010,0.48,0.2642285219649426,D,D
1011,0.4715,0.2580970929813171,D,D
1012,0.4871,0.2693500685277356,D,D
1013,0.4654,0.253696891004833,D,D
1014,0.4853,0.2680516482723797,D,D
1015,0.4735,0.2595397821539349,D,D
1016,0.4672,0.254995311260189,D,D
1017,0.4691,0.2563658659741759,D,D
1018,0.4709,0.2576642862295318,D,D
1019,0.4773,0.2622808915819087,D,D
1020,0.4786,0.2632186395441102,D,D
1021,0.4704,0.2573036139363774,D,D
1022,0.4753,0.2608382024092909,D,D
1023,0.4931,0.2736781360455889,D,D
1024,0.4903,0.2716583712039241,D,D
1025,0.4804,0.2645170597994662,D,D
1026,0.4778,0.2626415638750631,D,D
1027,0.4789,0.2634350429200028,D,D
1028,0.4834,0.2666810935583928,D,D
1029,0.4708,0.2575921517709009,D,D
1030,0.4774,0.2623530260405395,D,D
1031,0.4666,0.2545625045084036,D,D
1032,0.4837,0.2668974969342855,D,D
1033,0.4862,0.2687008584000577,D,D
1034,0.4776,0.2624972949578013,D,D
1035,0.4946,0.2747601529250523,D,D
1036,0.4727,0.2589627064848878,D,D
1037,0.4713,0.2579528240640554,D,D
1038,0.4853,0.2680516482723797,D,D
1039,0.4924,0.2731731948351728,D,D
1040,0.498,0.2772127245185024,D,D
1041,0.4814,0.265238404385775,D,D
1042,0.4942,0.2744716150905287,D,D
1043,0.4857,0.2683401861069032,D,D
1044,0.4852,0.2679795138137488,D,D
1045,0.4941,0.2743994806318978,D,D
1046,0.4928,0.2734617326696963,D,D
1047,0.4755,0.2609824713265526,D,D
1048,0.5004,0.2789439515256437,D,D
1049,0.5001,0.2787275481497511,D,D
1050,0.4846,0.2675467070619635,D,D
1051,0.4933,0.2738224049628507,D,D
1052,0.4946,0.2747601529250523,D,D
1053,0.4932,0.2737502705042199,D,D
1054,0.4873,0.2694943374449975,D,D
1055,0.4868,0.269133665151843,D,D
1056,0.4925,0.2732453292938036,D,D
1057,0.5026,0.2805309096155233,D,D
1058,0.4981,0.2772848589771333,D,D
1059,0.4913,0.272379715790233,D,D
1060,0.5009,0.2793046238187982,D,D
1061,0.4725,0.258818437567626,D,D
1062,0.505,0.2822621366226646,D,D
1063,0.4824,0.2659597489720839,D,D
1064,0.4939,0.274255211714636,D,D
1065,0.4884,0.2702878164899372,D,D
1066,0.4875,0.2696386063622592,D,D
1067,0.5076,0.2841376325470677,D,D
1068,0.4951,0.2751208252182067,D,D
1069,0.5022,0.2802423717809997,D,D
1070,0.4995,0.2782947413979658,D,D
1071,0.5042,0.2816850609536175,D,D
1072,0.5016,0.2798095650292144,D,D
1073,0.4912,0.2723075813316021,D,D
1074,0.51,0.285868859554209,D,D
1075,0.4986,0.2776455312702878,D,D
1076,0.4906,0.2718747745798168,D,D
1077,0.5001,0.2787275481497511,D,D
1078,0.5161,0.2902690615306932,D,D
1079,0.5114,0.2868787419750414,D,D
1080,0.5023,0.2803145062396306,D,D
1081,0.5028,0.2806751785327851,D,D
1082,0.5036,0.2812522542018322,D,D
1083,0.5233,0.2954627425521171,D,D
1084,0.5103,0.2860852629301016,D,D
1085,0.5112,0.2867344730577796,D,D
1086,0.5165,0.2905575993652167,D,D
1087,0.5107,0.2863738007646252,D,D
1088,0.5072,0.2838490947125441,D,D
1089,0.5082,0.284570439298853,D,D
1090,0.5098,0.2857245906369473,D,D
1091,0.5106,0.2863016663059943,D,D
1092,0.5172,0.2910625405756329,D,D
1093,0.5123,0.2875279521027194,D,D
1094,0.5183,0.2918560196205727,D,D
1095,0.5123,0.2875279521027194,D,D
1096,0.5141,0.2888263723580754,D,D
1097,0.498,0.2772127245185024,D,D
1098,0.5219,0.2944528601312847,D,D
1099,0.5179,0.2915674817860492,D,D
1100,0.5236,0.2956791459280097,D,D
1101,0.493,0.273606001586958,D,D
1102,0.5334,0.3027483228738368,D,D
1103,0.5161,0.2902690615306932,D,D
1104,0.5266,0.2978431796869364,D,D
1105,0.5099,0.2857967250955781,D,D
1106,0.5237,0.2957512803866407,D,D
1107,0.5109,0.286518069681887,D,D
1108,0.5149,0.2894034480271225,D,D
1109,0.5357,0.3044074154223471,D,D
1110,0.5194,0.2926494986655125,D,D
1111,0.5232,0.2953906080934862,D,D
1112,0.529,0.2995744066940777,D,D
1113,0.5265,0.2977710452283055,D,D
1114,0.5243,0.296184087138426,D,D
1115,0.5265,0.2977710452283055,D,D
1116,0.5434,0.3099617687369256,D,D
1117,0.5242,0.2961119526797951,D,D
1118,0.5268,0.2979874486041982,D,D
1119,0.5341,0.303253264084253,D,D
1120,0.5351,0.3039746086705619,D,D
1121,0.5363,0.3048402221741325,D,D
1122,0.5325,0.3020991127461588,D,D
1123,0.5187,0.2921445574550963,D,D
1124,0.5415,0.3085912140229387,D,D
1125,0.5198,0.2929380365000361,D,D
1126,0.5319,0.3016663059943735,D,D
1127,0.524,0.2959676837625333,D,D
1128,0.5301,0.3003678857390175,D,D
1129,0.5338,0.3030368607083604,D,D
1130,0.5342,0.3033253985428839,D,D
1131,0.5356,0.3043352809637163,D,D
1132,0.5457,0.311620861285436,D,D
1133,0.5369,0.3052730289259179,D,D
1134,0.5319,0.3016663059943735,D,D
1135,0.5421,0.3090240207747241,D,D
1136,0.5444,0.3106831133232344,D,D
1137,0.5256,0.2971218351006275,D,D
1138,0.5408,0.3080862728125225,D,D
1139,0.5421,0.3090240207747241,D,D
1140,0.5347,0.3036860708360383,D,D
1141,0.5486,0.3137127605857318,D,D
1142,0.537,0.3053451633845488,D,D
1143,0.5397,0.3072927937675827,D,D
1144,0.5379,0.3059943735122268,D,D
1145,0.5399,0.3074370626848445,D,D
1146,0.5316,0.3014499026184807,D,D
1147,0.5294,0.2998629445286012,D,D
1148,0.5542,0.3177522902690615,D,D
1149,0.5352,0.3040467431291928,D,D
1150,0.5346,0.3036139363774074,D,D
1151,0.5259,0.2973382384765202,D,D
1152,0.5385,0.306427180264012,D,D
1153,0.5336,0.3028925917910985,D,D
1154,0.5579,0.3204212652384043,D,D
1155,0.5534,0.3171752146000144,D,D
1156,0.5403,0.3077256005193681,D,D
1157,0.5644,0.325110005049412,D,D
1158,0.5548,0.3181850970208468,D,D
1159,0.5449,0.3110437856163889,D,D
1160,0.528,0.2988530621077688,D,D
1161,0.5669,0.3269133665151842,D,D
1162,0.538,0.3060665079708576,D,D
1163,0.5365,0.3049844910913943,D,D
1164,0.5584,0.3207819375315588,D,D
1165,0.5703,0.3293659381086344,D,D
1166,0.5624,0.3236673158767943,D,D
1167,0.5564,0.319339248358941,D,D
1168,0.5572,0.3199163240279881,D,D
1169,0.5599,0.321863954411022,D,D
1170,0.5597,0.3217196854937603,D,D
1171,0.5564,0.319339248358941,D,D
1172,0.5555,0.318690038231263,D,D
1173,0.5547,0.3181129625622159,D,D
1174,0.5498,0.3145783740893024,D,D
1175,0.5541,0.3176801558104306,D,D
1176,0.5434,0.3099617687369256,D,D
1177,0.5567,0.3195556517348337,D,D
1178,0.5501,0.3147947774651951,D,D
1179,0.5498,0.3145783740893024,D,D
1180,0.5606,0.3223688956214383,D,D
1181,0.5709,0.3297987448604197,D,D
1182,0.5676,0.3274183077256005,D,D
1183,0.5483,0.3134963572098391,D,D
1184,0.5535,0.3172473490586452,D,D
1185,0.5695,0.3287888624395874,D,D
1186,0.5547,0.3181129625622159,D,D
1187,0.5613,0.3228738368318545,D,D
1188,0.568,0.3277068455601239,D,D
1189,0.5565,0.3194113828175719,D,D
1190,0.5656,0.3259756185529827,D,D
1191,0.5547,0.3181129625622159,D,D
1192,0.5611,0.3227295679145928,D,D
1193,0.569,0.3284281901464329,D,D
1194,0.5543,0.3178244247276924,D,D
1195,0.5711,0.3299430137776816,D,D
1196,0.568,0.3277068455601239,D,D
1197,0.5731,0.3313857029502993,D,D
1198,0.5711,0.3299430137776816,D,D
1199,0.5808,0.3369400562648776,D,D
1200,0.5714,0.3301594171535742,D,D
1201,0.5676,0.3274183077256005,D,D
1202,0.5725,0.330952896198514,D,D
1203,0.5765,0.3338382745437495,D,D
1204,0.5731,0.3313857029502993,D,D
1205,0.5736,0.3317463752434537,D,D
1206,0.5682,0.3278511144773858,D,D
1207,0.5691,0.3285003246050638,D,D
1208,0.5638,0.3246771982976267,D,D
1209,0.5895,0.3432157541657649,D,D
